personID,name
1295,Graham Greene
547,Alfred Molina
336,James Coburn
852305,Dub Taylor
507212,Geoffrey Lewis
809544,Paul L. Smith
445,Dan Hedaya
277344,Dennis Fimple
701500,Denver Pyle
1611,Max Perlich
480869,Art LaFleur
748928,Alan Rudolph
492,Jennifer Jason Leigh
1714,Campbell Scott
111,Matthew Broderick
1251,Peter Gallagher
884,Jennifer Beals
530,Andrew McCarthy
1728,Wallace Shawn
588,Martha Plimpton
730168,Sam Robards
666,Lili Taylor
1457,James Le Gros
569,Gwyneth Paltrow
1024,Nick Cassavetes
861513,David Thornton
1287,Heather Graham
781842,Peter Segal
558,Leslie Nielsen
1636,Priscilla Presley
1421,George Kennedy
1740,O.J. Simpson
911542,Fred Ward
293466,Kathleen Freeman
645,Anna Nicole Smith
338746,Ellen Greene
736228,Matt Roe
806539,Wylie Small
91286,Earl Boen
974262,Jeff Wright
165,Ron Howard
474,Michael Keaton
380,Robert Duvall
335,Glenn Close
673,Marisa Tomei
1642,Randy Quaid
1673,Jason Robards
4517,Jason Alexander
336960,Spalding Gray
1573,Catherine O'Hara
858106,Lynne Thigpen
444955,Jack Kehoe
5173,Roma Maffia
397212,Clint Howard
1774,Ben Stiller
213,Winona Ryder
160,Ethan Hawke
413,Janeane Garofalo
1872,Steve Zahn
1774,Ben Stiller
1436,Swoosie Kurtz
642449,Harry O'Reilly
833,Joe Don Baker
250,Renée Zellweger
1498,John Mahoney
215916,Barry Del Sherman
1093,John Dahl
115,Nicolas Cage
714198,Craig Reay
687,J.T. Walsh
1223,Lara Flynn Boyle
137114,Timothy Carhart
794890,Dan Shor
454,Dennis Hopper
677953,Donald Petrie
346,Macaulay Culkin
488662,John Larroquette
1346,Edward Herrmann
2056,Christine Ebersole
404993,Jonathan Hyde
574540,Michael McShane
743304,Chelcie Ross
629,Claudia Schiffer
436,Curtis Hanson
658,Meryl Streep
1515,Joseph Mazzello
768217,Stephanie Sawyer
657,David Strathairn
388872,Elizabeth Hoffman
102,Kevin Bacon
604,John C. Reilly
524747,William Lucking
973,Benjamin Bratt
134508,Paul Cantelon
607703,Glenn Morshower
957,Jan de Bont
206,Keanu Reeves
454,Dennis Hopper
113,Sandra Bullock
608012,Joe Morton
1099,Jeff Daniels
1688,Alan Ruck
687625,Glenn Plummer
335275,Beth Grant
416551,Hawthorne James
140033,Carlos Carrasco
471180,David Kriegel
881038,Ron Underwood
474,Michael Keaton
133,Geena Davis
1659,Christopher Reeve
889,Bonnie Bedelia
1368,Ernie Hudson
1747,Charles Martin Smith
765605,Gailard Sartain
48844,Ray Baker
752751,Mitchell Ryan
308606,Willie Garson
493684,Paul Lazar
733427,Harry Shearer
137627,Jodi Carlisle
1382,Peter Hyams
241,Jean-Claude Van Damme
214,Mia Sara
798779,Ron Silver
569226,Bruce McGill
5349,Gloria Reuben
774721,Jason Schombing
493013,Scott Lawrence
920564,Kenneth Welsh
520562,Brad Loree
1941145,Shane Kelly
483315,Steven Lambert
116,James Cameron
216,Arnold Schwarzenegger
130,Jamie Lee Curtis
792,Tom Arnold
200,Bill Paxton
119,Tia Carrere
539562,Art Malik
244630,Eliza Dushku
381416,Grant Heslov
32,Charlton Heston
542000,Marshall Manesh
20616,James Allen
1502,Luis Mandoki
4156567,Andy Garcia
212,Meg Ryan
995,Ellen Burstyn
1499,Tina Majorino
926165,Mae Whitman
866300,Lauren Tom
450,Philip Seymour Hoffman
733929,Eugene Roche
834373,Gail Strickland
109359,Steven Brill
860749,Susanna Thompson
724665,LaTanya Richardson Jackson
183921,James Jude Courtney
1643802,Mike Nichols
197,Jack Nicholson
201,Michelle Pfeiffer
652,James Spader
625075,Kate Nelligan
420955,Richard Jenkins
1894010,Christopher Plummer
40586,Eileen Atkins
1383,David Hyde Pierce
700875,Om Puri
726492,Ron Rifkin
768795,Prunella Scales
548498,Brian Markinson
314253,Peter Gerety
958597,Stewart J. Zully
1410,Lawrence Kasdan
126,Kevin Costner
598,Dennis Quaid
432,Gene Hackman
28628,David Andrews
798,Linden Ashby
1194,Jeff Fahey
324790,Joanna Going
1319,Mark Harmon
514,Michael Madsen
1573,Catherine O'Hara
597,Bill Pullman
618,Isabella Rossellini
1744,Tom Sizemore
1851,JoBeth Williams
1858,Mare Winningham
211823,Steven E. de Souza
241,Jean-Claude Van Damme
471,Raul Julia
1840,Ming-Na Wen
152082,Damian Chapa
1541,Kylie Minogue
1003,Simon Callow
542677,Byron Mann
786022,Roshan Seth
117420,Andrew Bryniarski
5598,Grand L. Bush
541120,Robert Mammone
639200,Miguel A. Núñez Jr.
707174,Gregg Rainwater
767986,Kenya Sawada
851610,Jay Tavare
602452,Andrew Morahan
483,Christopher Lambert
5522,Mario Van Peebles
679,Deborah Kara Unger
538683,Mako
874232,Raoul Max Trujillo
626884,Martin Neufeld
78074,Louis Bertignac
419785,Michael Jayston
1701566,Zhenhu Han
409271,Akira Inoue
118,John Carpenter
554,Sam Neill
138388,Julie Carmen
1638,Jürgen Prochnow
1831,David Warner
1278,John Glover
143378,Bernie Casey
419273,Peter Jason
32,Charlton Heston
62844,Frances Bay
902455,Wilhelm von Homburg
75026,Conrad Bergschneider
1756,Barry Sonnenfeld
1378,Anjelica Huston
471,Raul Julia
515941,Christopher Lloyd
349,Joan Cusack
207,Christina Ricci
1406,Carol Kane
835393,Carel Struycken
472710,David Krumholtz
366206,Christopher Hart
412374,Dana Ivey
1493,Peter MacNicol
4724,Christine Baranski
217,Martin Scorsese
358,Daniel Day-Lewis
201,Michelle Pfeiffer
213,Winona Ryder
267586,Linda Faye Farkas
1290,Richard E. Grant
566680,Alec McCowen
1036,Geraldine Chaplin
2148,Mary Beth Hurt
934179,Stuart Wilson
3188435,John McLoughlin
499726,Michael Lehmann
409,Brendan Fraser
114,Steve Buscemi
1191,Adam Sandler
394,Chris Farley
571106,Michael McKean
555,Judd Nelson
1368,Ernie Hudson
504,Amy Locane
797151,Nina Siemaszko
68382,Marshall Bell
146146,Reg E. Cathey
274,David Arquette
724245,Michael Richards
1505,Joe Mantegna
403630,Michelle Hurst
824,John Badham
377,Richard Dreyfuss
389,Emilio Estevez
5280,Rosie O'Donnell
1199,Dennis Farina
833519,Marcia Strassman
1550,Cathy Moriarty
748270,John Rubinstein
1208,Miguel Ferrer
560864,Sharon Maughan
1134868,Christopher Doyle
780622,Rick Seaman
1982723,Jonathan Kaplan
656,Madeleine Stowe
524,Mary Stuart Masterson
510,Andie MacDowell
106,Drew Barrymore
751638,James Russo
1457,James Le Gros
5162,Robert Loggia
551,Dermot Mulroney
64769,Jim Beaver
157915,Nick Chinlund
534032,Will MacMillan
1775,Whit Stillman
629737,Taylor Nichols
1177,Chris Eigeman
74065,Tushka Bergen
227,Mira Sorvino
612992,Pep Munné
1358448,Thomas Gibson
690290,Pere Ponce
1557923,Francis Creighton
733730,Edmon Roch
790715,Penelope Spheeris
1815,Jim Varney
46033,Diedrich Bader
143,Erika Eleniak
1458,Cloris Leachman
5499,Lily Tomlin
670,Lea Thompson
573,Dolly Parton
1705,Rob Schneider
1056,Dabney Coleman
175305,Kevin Connolly
911700,Lyman Ward
113536,Ernie Lively
484,John Landis
552,Eddie Murphy
855103,Jon Tenney
871456,Joey Travolta
171903,Eugene Collier
43076,Rick Avery
39621,Fred Asparagus
518385,Louis Lombardi
320163,Lindsey Ginter
137114,Timothy Carhart
3031,Caroline Thompson
4647895,Docs Keepin Time
1086,Alan Cumming
293,Sean Bean
667,David Thewlis
141697,Jim Carter
35605,Alun Armstrong
568491,John McEnery
111376,Eleanor Bron
177228,Peter Cook
776,Michael Apted
656,Madeleine Stowe
1644,Aidan Quinn
1664,James Remar
295334,Peter Friedman
949340,Bruce A. Young
582418,Laurie Metcalf
1230616,Paul Dillon
268047,Marilyn Dodds Frank
394280,Stephen Hopkins
313,Jeff Bridges
169,Tommy Lee Jones
751,Suzy Amis
978,Lloyd Bridges
1845,Forest Whitaker
278125,John Finn
164680,Caitlin Clarke
763650,Ruben Santiago-Hudson
919333,Lucinda Weist
1206,Abel Ferrara
455767,Terry Kinney
672,Meg Tilly
270,Gabrielle Anwar
614641,Reilly Murphy
936198,Billy Wirth
253705,Christine Elise
388,R. Lee Ermey
1845,Forest Whitaker
2032878,Keith Smith
6548498,Jennifer Lynch
1696,Julian Sands
145,Sherilyn Fenn
200,Bill Paxton
1748,Kurtwood Smith
307316,Art Garfunkel
716657,Meg Register
7754516,Bryan Smith
1515380,Carl Mazzocone Sr.
501488,Lisa Oz
134,Robert De Niro
134,Robert De Niro
1590,Chazz Palminteri
969,Lillo Brancato
135584,Francis Capra
382968,Taral Hicks
621393,Kathrine Narducci
582,Joe Pesci
195844,Joseph D'Onofrio
720304,Adam Resnick
971596,Chris Elliott
109620,Ritch Brinkley
304000,James Gammon
236519,Brian Doyle-Murray
1397,Brion James
1828,Melora Walters
3526993,Jim Cummings
5174,Ann Magnuson
848560,Russ Tamblyn
361,Brian De Palma
199,Al Pacino
576,Sean Penn
542,Penelope Ann Miller
491,John Leguizamo
350079,Luis Guzmán
714310,James Rebhorn
802759,Joseph Siravo
1557,Viggo Mortensen
691672,Jorge Porcel
664499,Adrian Pasdar
651159,John Ortiz
917992,Paul Weiland
345,Billy Crystal
827663,Daniel Stern
1484,Jon Lovitz
1588,Jack Palance
923210,Patricia Wettig
898546,Pruitt Taylor Vince
571853,Bill McKinney
335275,Beth Grant
932244,Noble Willingham
1601,David Paymer
609215,Josh Mostel
5217,Jayne Meadows
413875,Mick Jackson
1022,Dana Carvey
420,Valeria Golino
469,James Earl Jones
1629,Kevin Pollak
2091,Michael Gambon
614526,Michael Murphy
111632,Jayne Brook
749490,Vyto Ruginis
1882,Olivia d'Abo
665708,Angela Paton
109517,Mark Bringelson
5221,Christopher Meloni
779850,Timothy Scott
765605,Gailard Sartain
936298,Robert Wisdom
1317,Renny Harlin
230,Sylvester Stallone
1475,John Lithgow
740264,Michael Rooker
5508,Janine Turner
513010,Rex Linn
328751,Caroline Goodall
502442,Leon
265492,Craig Fairbrass
192003,Gregory Scott Cummins
286111,Denis Forest
431662,Michelle Joyner
1611,Max Perlich
934902,Paul Winfield
906627,Ralph Waite
6625,Steve Barron
461446,Robert Knott
672103,Jonathan Penner
399531,Whip Hubley
101,Dan Aykroyd
4852,Jane Curtin
724245,Michael Richards
341176,Eddie Griffin
5435,Sinbad
367005,Phil Hartman
1191,Adam Sandler
94603,Art Bonilla
5450,David Spade
750701,Richard Rush
246,Bruce Willis
1506,Jane March
1952,Rubén Blades
690,Lesley Ann Warren
836,Scott Bakula
374,Brad Dourif
448,Lance Henriksen
640413,Kevin J. O'Connor
523198,Andrew Lowery
5113,Eriq La Salle
179786,Jeff Corey
1849,Kathleen Wilhoite
4309,Shirley Knight
6916,Michael Ritchie
331,Chevy Chase
1588,Jack Palance
1848,Dianne Wiest
1108,Robert Davi
725284,Jason James Richter
557739,Fay Masterson
400816,Miko Hughes
739087,Richard Romanus
484764,Sal Landi
777531,Ronald L. Schwary
444940,Jack Kehler
391885,Jim Holmes
150707,Gregg Champion
437,Woody Harrelson
662,Kiefer Sutherland
1518,Dylan McDermott
1368,Ernie Hudson
120648,Cara Buono
1339,Marg Helgenberger
587401,Tomas Milian
350079,Luis Guzmán
127485,Angel Caban
184804,Matthew Cowles
944687,Emmanuel Xuereb
842587,Francie Swift
718645,Ivan Reitman
177,Kevin Kline
244,Sigourney Weaver
1449,Frank Langella
2324646,Kevin Dunn
609,Ving Rhames
1426,Ben Kingsley
1301,Charles Grodin
1473,Laura Linney
1372,Bonnie Hunt
46373,Parley Baer
317369,Stefan Gierasch
356251,Charles Hallahan
1075741,Tom Dugan
500,Richard Linklater
518715,Jason London
725,Joey Lauren Adams
170,Milla Jovovich
28846,Shawn Andrews
168262,Rory Cochrane
4965,Adam Goldberg
710829,Anthony Rapp
421774,Sasha Jenson
5356,Marissa Ribisi
121806,Michelle Burke
369513,Cole Hauser
363705,Christine Harnos
927812,Wiley Wiggins
104193,Marco Brambilla
230,Sylvester Stallone
648,Wesley Snipes
113,Sandra Bullock
1329,Nigel Hawthorne
973,Benjamin Bratt
348409,Bob Gunton
1459,Denis Leary
5598,Grand L. Bush
804361,Pat Skipper
173246,Mark Colson
339737,Andre Gregory
4897,John Enos III
1814,Gus Van Sant
235,Uma Thurman
966,Lorraine Bracco
1552,Pat Morita
1141,Angie Dickinson
206,Keanu Reeves
457,John Hurt
681095,Rain Phoenix
893,Ed Begley Jr.
1406,Carol Kane
707,Sean Young
417,Crispin Glover
1683,Roseanne Barr
377750,Buck Henry
951471,Grace Zabriskie
5348,Carl Reiner
800,Armand Assante
145,Sherilyn Fenn
625075,Kate Nelligan
707,Sean Young
1520,Christopher McDonald
1664,James Remar
709704,Tony Randall
936762,John Witherspoon
163703,Blake Clark
339123,David Greenlee
155280,Kaige Chen
2000,Leslie Cheung
955342,Fengyi Zhang
84,Li Gong
311212,You Ge
10939417,Qi Lü
10347848,Zhi Yin
508392,Dan Li
1837,Peter Weir
313,Jeff Bridges
618,Isabella Rossellini
1609,Rosie Perez
1371,Tom Hulce
1806,John Turturro
1125,Benicio Del Toro
640055,Deirdre O'Connell
209496,John de Lancie
904153,Spencer Vrooman
11497624,Daniel Cerny
741642,Robin Pearson Rose
450194,Alek Keshishian
582,Joe Pesci
409,Brendan Fraser
446702,Moira Kelly
1131,Patrick Dempsey
357979,Josh Hamilton
683,Gore Vidal
410139,John Irvin
1201,Mia Farrow
687506,Joan Plowright
1670,Natasha Richardson
1160,Adrian Dunbar
980,Jim Broadbent
442559,John Kavanagh
641120,Rynagh O'Grady
574561,Gerard McSorley
1628,Sydney Pollack
129,Tom Cruise
675,Jeanne Tripplehorn
432,Gene Hackman
1358,Hal Holbrook
455767,Terry Kinney
979,Wilford Brimley
438,Ed Harris
456,Holly Hunter
657,David Strathairn
997,Gary Busey
384696,Steven Hill
68551,Tobin Bell
308241,Barbara Garrick
362222,Jerry Hardin
129538,Paul Calderon
934578,Simon Wincer
725284,Jason James Richter
1614,Lori Petty
40739,Jayne Atkinson
770763,August Schellenberg
514,Michael Madsen
461,Michael Ironside
726223,Richard Riehle
932112,Mykelti Williamson
45209,Michael Bacall
364583,Danielle Harris
1874558,Andrew Davis
1230,Harrison Ford
169,Tommy Lee Jones
688,Sela Ward
194,Julianne Moore
1592,Joe Pantoliano
441537,Andreas Katsulas
469103,Jeroen Krabbé
736263,Daniel Roebuck
129749,L. Scott Caldwell
2181866,Tom Wood
212939,Ron Dean
1702233,John Drummond
1353,Walter Hill
574,Jason Patric
432,Gene Hackman
380,Robert Duvall
836071,Wes Studi
354,Matt Damon
2110,Rodney A. Grant
1798,Kevin Tighe
716324,Steve Reevis
658735,Carlos Palomino
565569,Stephen McHattie
278125,John Finn
207616,Lee de Broux
2044,Roger Donaldson
285,Alec Baldwin
107,Kim Basinger
514,Michael Madsen
249,James Woods
1556,David Morse
236,Jennifer Tilly
2070,Richard Farnsworth
450,Philip Seymour Hoffman
319096,Burton Gilliam
32403,Royce D. Applegate
571424,Scott McKenna
931015,Justin Williams
247,John Woo
679326,Chuck Pfarrer
903677,Arnold Vosloo
448,Lance Henriksen
319,Yancy Butler
52202,Lenore Banks
139486,Willie C. Carpenter
241,Jean-Claude Van Damme
501435,Kasi Lemmons
720,Jim Abrahams
221,Charlie Sheen
978,Lloyd Bridges
420,Valeria Golino
1077,Richard Crenna
283,Brenda Bakke
1208,Miguel Ferrer
100,Rowan Atkinson
2743253,David Wohl
752751,Mitchell Ryan
173485,Michael Colyar
3355,Christopher Monger
424,Hugh Grant
1216,Tara Fitzgerald
538,Colm Meaney
573862,Ian McNeice
1324,Ian Hart
341558,Kenneth Griffith
700059,Robert Pugh
90030,Robert Blythe
657648,Lisa Palfrey
806,Bille August
744,Maria Conchita Alonso
39911,António Assunção
1318185,Frank Baker
104,Antonio Banderas
2004,Sarita Choudhury
335,Glenn Close
173125,Miriam Colon
1054,Joel Coen
1053,Ethan Coen
209,Tim Robbins
492,Jennifer Jason Leigh
56,Paul Newman
1164,Charles Durning
1498,John Mahoney
874082,Jim True-Frost
167850,Bill Cobbs
132259,Bruce Campbell
782715,John Seitz
341055,Joe Grifasi
4433908,Gary Allen
677943,Daniel Petrie Jr.
1736,Pauly Shore
4873,Andy Dick
1614,Lori Petty
4979,David Alan Grier
5246,Esai Morales
5551,Lynn Whitfield
480869,Art LaFleur
7197,Fabiana Udenio
607703,Glenn Morshower
82507,Beau Billingslea
46428,Peter Spellos
600763,Paul Mooney
583,Wolfgang Petersen
142,Clint Eastwood
518,John Malkovich
623,Rene Russo
1518,Dylan McDermott
170550,Gary Cole
860145,Fred Thompson
1498,John Mahoney
930707,Gregory Alan Williams
476226,Clyde Kusatsu
405337,Steve Hytner
68551,Tobin Bell
774926,Bob Schott
6487,Jim Sheridan
188949,Alison Crosbie
358,Daniel Day-Lewis
2535022,Philip King
668,Emma Thompson
380248,Nye Heron
112390,Anthony Brophy
564525,Frankie McCafferty
938176,Stuart Wolfenden
1270,Brian Gibson
446805,RaéVen Kelly
135102,Virginia Capers
394280,Stephen Hopkins
389,Emilio Estevez
421,Cuba Gooding Jr.
1459,Denis Leary
1151,Stephen Dorff
5315,Jeremy Piven
338888,Peter Greene
775438,Erik Schrody
936488,Michael Wiseman
217716,Michael DeLorenzo
363705,Christine Harnos
23130,Angela Alvarado
229,Steven Spielberg
554,Sam Neill
368,Laura Dern
156,Jeff Goldblum
277,Richard Attenborough
669629,Bob Peck
703,BD Wong
1515,Joseph Mazzello
611,Ariana Richards
168,Samuel L. Jackson
1431,Wayne Knight
596520,Gerald R. Molen
762153,Miguel Sandoval
861151,Cameron Thor
784061,Dominic Sena
93,Brad Pitt
488955,Kathy Larson
587331,David Milford
141,David Duchovny
1070948,David Rose
405,Michelle Forbes
496,Juliette Lewis
812,Roger Avary
655,Eric Stoltz
713327,Martin Raymond
150073,Eric Pascal Chaltiel
365,Julie Delpy
767,Jean-Hugues Anglade
447290,Gary Kemp
944688,Salvator Xuereb
708873,Bruce Ramsay
758002,Kario Salem
669637,Cecilia Peck
465,Ron Jeremy
768908,Gian-Carlo Scandiuzzi
1532,John McTiernan
216,Arnold Schwarzenegger
719,F. Murray Abraham
138770,Art Carney
1097,Charles Dance
574433,Frank McRae
6888,Tom Noonan
698764,Robert Prosky
63,Anthony Quinn
1689,Mercedes Ruehl
639432,Austin O'Brien
5212,Ian McKellen
687506,Joan Plowright
54712,Keith Barish
902,Jim Belushi
907,Richard Benjamin
155,Whoopi Goldberg
1101,Ted Danson
810337,Will Smith
505,Nia Long
1685266,Paul Rodriguez
236,Jennifer Tilly
476226,Clyde Kusatsu
100762,David Bowe
885480,Rawley Valverde
506613,Shawn Levy
502691,Lu Leonard
887,Harold Becker
285,Alec Baldwin
173,Nicole Kidman
597,Bill Pullman
1564,Bebe Neuwirth
1715,George C. Scott
843,Anne Bancroft
1251,Peter Gallagher
813977,Josef Sommer
68551,Tobin Bell
1198,Debrah Farentino
569,Gwyneth Paltrow
100762,David Bowe
68690,Diana Bellamy
154,Mel Gibson
154,Mel Gibson
1763,Nick Stahl
926592,Margaret Whitton
557739,Fay Masterson
451,Gaby Hoffmann
507212,Geoffrey Lewis
557956,Richard Masur
217937,Michael DeLuise
680393,Ethan Phillips
207203,Jean De Baer
900201,Viva
437597,Justin Kanew
446068,Sean Kellman
95,Woody Allen
95,Woody Allen
473,Diane Keaton
12180,Jerry Adler
169565,Lynn Cohen
726492,Ron Rifkin
257,Alan Alda
1378,Anjelica Huston
103785,Zach Braff
400436,Albert Hughes
400441,Allen Hughes
877928,Tyrin Turner
5478,Larenz Tate
453550,June Kyoto Lu
865084,Toshi Toda
168,Samuel L. Jackson
424513,Anthony Johnson
1056772,Brandon Hammond
687625,Glenn Plummer
50659,Reginald Ballard
18554,Khandi Alexander
5221555,Eugene Lee
681782,James Pickens Jr.
586,Jada Pinkett Smith
829,Stuart Baird
621,Kurt Russell
219,Steven Seagal
932,Halle Berry
491,John Leguizamo
1624,Oliver Platt
608012,Joe Morton
837064,David Suchet
703,BD Wong
137230,Len Cariou
399531,Whip Hubley
441537,Andreas Katsulas
687,J.T. Walsh
110,Kenneth Branagh
1972,Richard Briers
295,Kate Beckinsale
1767,Imelda Staunton
950788,Jimmy Yuill
306,Brian Blessed
1219824,Chris Barnes
492373,Phyllida Law
668,Emma Thompson
243,Denzel Washington
206,Keanu Reeves
166678,Richard Clifford
1060,Chris Columbus
245,Robin Williams
398,Sally Field
112,Pierce Brosnan
1213,Harvey Fierstein
492932,Matthew Lawrence
933798,Mara Wilson
698764,Robert Prosky
68725,Joe Bellan
611898,Martin Mull
569598,Terence McGovern
5139,Mike Leigh
667,David Thewlis
789093,Lesley Sharp
1020,Katrin Cartlidge
190208,Greg Cruttwell
804218,Claire Skinner
927835,Peter Wight
1971,Ewen Bremner
896510,Susan Vidler
571160,Gina McKee
77397,Elizabeth Berrington
701277,Robert Putt
128885,Christopher Cain
1552,Pat Morita
5476,Hilary Swank
461,Michael Ironside
869927,Constance Towers
175621,Chris Conrad
146798,Michael Cavalieri
324658,Walton Goggins
639862,Tom O'Brien
236043,Thomas Downey
132709,Martin Campbell
501,Ray Liotta
448,Lance Henriksen
934179,Stuart Wilson
1143,Kevin Dillon
640413,Kevin J. O'Connor
3351163,Don Henderson
573862,Ian McNeice
791790,Jack Shepherd
503627,Michael Lerner
1368,Ernie Hudson
452352,Russell Kiefel
34541,David Argue
1661,Rob Reiner
704,Elijah Wood
4517,Jason Alexander
506,Julia Louis-Dreyfus
3299,Marc Shaiman
810620,Jussie Smollett
42316,Alana Austin
794339,Peg Shirley
177946,Chuck Cooper
958993,Alan Zweibel
6845,Sally Potter
842770,Tilda Swinton
187998,Quentin Crisp
813896,Jimmy Somerville
840303,Dudley Sutton
750971,Simon Russell Beale
932361,Jerome Willis
826779,Viktor Stepanov
883484,Charlotte Valandrey
142,Clint Eastwood
126,Kevin Costner
142,Clint Eastwood
368,Laura Dern
412901,T.J. Lowther
843775,Keith Szarabajka
122238,Leo Burmester
382070,Paul Hewitt
925966,Bradley Whitford
571964,Ray McKinnon
1129,Jonathan Demme
158,Tom Hanks
243,Denzel Washington
561809,Roberta Maxwell
453248,Buzz Kilman
891381,Ron Vawter
745029,Stephanie Roth Haberle
940946,Joanne Woodward
1673,Jason Robards
1005,Jane Campion
456,Holly Hunter
172,Harvey Keitel
554,Sam Neill
1593,Anna Paquin
907942,Kerry Walker
501501,Geneviève Lemon
612786,Ian Mune
2778889,Pete Smith
21600,Bruce Allpress
193295,Cliff Curtis
911486,David S. Ward
1001,James Caan
932,Halle Berry
4898,Omar Epps
1729,Craig Sheffer
1785,Kristy Swanson
72344,Abraham Benrubi
672072,Jon Pennell
725,Joey Lauren Adams
703862,J.C. Quinn
117420,Andrew Bryniarski
691987,Jeff Portell
650233,Stuart Orme
661,Donald Sutherland
856908,Eric Thal
689,Julie Warner
202966,Keith David
1599,Will Patton
1938,Richard Belzer
556985,Tom Mason
1433,Yaphet Kotto
51482,Gerry Bamman
27402,Sam Anderson
566445,J. Patrick McCormack
68382,Marshall Bell
143167,Nicholas Cascone
610161,Benjamin Mouton
1130,Ted Demme
1459,Denis Leary
1114,Judy Davis
228,Kevin Spacey
826198,Robert J. Steinmiller Jr.
424318,Glynis Johns
855,Raymond J. Barry
109175,Richard Bright
4724,Christine Baranski
480775,Adam LeFevre
704618,Ellie Raab
713209,Bill Raymond
780336,John Scurti
412465,James Ivory
370700,John Haycraft
1659,Christopher Reeve
164,Anthony Hopkins
668,Emma Thompson
289040,James Fox
891092,Peter Vaughan
1035,Ben Chaplin
324009,Patrick Godfrey
148149,Peter Cellier
356579,Peter Halliday
424,Hugh Grant
1508,Penny Marshall
362,Danny DeVito
2138,Gregory Hines
1664,James Remar
893,Ed Begley Jr.
969,Lillo Brancato
1107,Stacey Dash
362429,Kadeem Hardison
429114,Richard T. Jones
435074,Khalil Kain
799866,Peter Simmons
819440,Gregory Sporleder
242,Mark Wahlberg
731772,Cliff Robertson
193639,Ann Cusack
442241,Philip Kaufman
125,Sean Connery
648,Wesley Snipes
172,Harvey Keitel
846480,Cary-Hiroyuki Tagawa
27025,Kevin Anderson
538683,Mako
936403,Ray Wise
789976,Stan Shaw
119,Tia Carrere
114,Steve Buscemi
5296,Tatjana Patitz
1741455,Peter Crombie
694490,Alexandra Powers
662029,Alan Parker
164,Anthony Hopkins
403,Bridget Fonda
111,Matthew Broderick
131,John Cusack
1022,Dana Carvey
503627,Michael Lerner
538,Colm Meaney
627453,John Neville
1223,Lara Flynn Boyle
511270,Traci Lind
5179,Camryn Manheim
919256,Norbert Weisser
662505,Monica Parker
721758,Jacob Reynolds
215269,Fred Dekker
121559,Robert John Burke
532478,Mario Machado
752802,Remy Ryan
692663,John Posey
1800,Rip Torn
538683,Mako
145285,John Castle
625930,S.D. Nemeth
1634,CCH Pounder
316,Mel Brooks
144,Cary Elwes
507663,Richard Lewis
715953,Roger Rees
1865,Amy Yasbeck
87578,Mark Blankfield
152638,Dave Chappelle
5002,Isaac Hayes
146903,Megan Cavanagh
469503,Eric Allan Kramer
691837,Matthew Porretta
1808,Tracey Ullman
1772,Patrick Stewart
1123,Dom DeLuise
887694,Dick Van Patten
725894,Robert Ridgely
575389,Peter Medak
198,Gary Oldman
940070,Wallace Wood
496,Juliette Lewis
698998,David Proval
1599,Will Patton
430829,Larry Joshua
699,Michael Wincott
565,Lena Olin
342,James Cromwell
5119072,Paul Butler
1711,Annabella Sciorra
802831,Tony Sirico
942409,Geoffrey Wright
128,Russell Crowe
689646,Daniel Pollock
571537,Jacqueline McKenzie
1725838,Alex Scott
943814,Dan Wyllie
536485,Frank Magree
6186908,Tony Lee
115979,John Brumpton
108725,Don Bridges
770,David Anspaugh
276,Sean Astin
269463,Jon Favreau
885,Ned Beatty
511196,Greta Lind
71373,Scott Benjaminson
1165,Charles S. Dutton
666,Lili Taylor
1226733,Christopher Reed
826198,Robert J. Steinmiller Jr.
229,Steven Spielberg
553,Liam Neeson
1426,Ben Kingsley
146,Ralph Fiennes
328751,Caroline Goodall
755974,Jonathan Sagall
1110,Embeth Davidtz
411980,Mark Ivanir
786614,Andrzej Seweryn
903110,Friedrich von Thun
919256,Norbert Weisser
1873,Steven Zaillian
690051,Max Pomeranc
1505,Joe Mantegna
260,Joan Allen
1426,Ben Kingsley
401,Laurence Fishburne
827137,Robert Stephens
1601,David Paymer
769136,Hal Scardino
799436,Vasek Simek
513,William H. Macy
445,Dan Hedaya
1473,Laura Linney
372217,Anthony Heald
709738,Steven Randazzo
2140,Agnieszka Holland
531069,Kate Maberly
699117,Heydon Prowse
461409,Andrew Knott
1749,Maggie Smith
528360,John Lynch
1393,Irène Jacob
1318185,Frank Baker
914113,John Waters
678,Kathleen Turner
1832,Sam Waterston
1442,Ricki Lake
498,Matthew Lillard
1256129,Scott Morgan
923529,Justin Whalin
831467,Mink Stole
183,Traci Lords
611683,Russell Mulcahy
285,Alec Baldwin
518821,John Lone
542,Penelope Ann Miller
102316,Peter Boyle
5212,Ian McKellen
347,Tim Curry
5565,Jonathan Winters
793634,Sab Shimono
339737,Andre Gregory
393222,James Hong
536850,Joseph Maher
438127,John Kapelos
277,Richard Attenborough
271501,Julian Fellowes
560795,Roddy Maude-Roxby
219221,Michael Denison
573406,Tim McMullan
939801,John Wood
398032,Peter Howell
164,Anthony Hopkins
281866,Robert Flemyng
289656,James Frain
265,Robert Altman
510,Andie MacDowell
1117,Bruce Davison
493,Jack Lemmon
194,Julianne Moore
546,Matthew Modine
271,Anne Archer
911542,Fred Ward
492,Jennifer Jason Leigh
1606,Chris Penn
666,Lili Taylor
375,Robert Downey Jr.
656,Madeleine Stowe
241090,John Duigan
